bookid,flight,departuredate,month,day,year,destination,origin,noshow,daystodep,mileageplus,assignedseat,numberinparty,eticketed,bookingcountry,upline,downline,modifycount,bookingclass,dow,rand
070516CER3514605,360,16-May-07,5,16,2007,IAD,ORD,1,76,,N,2,0,US,1,1,0,V,3,.96466416
070516CTP3511281,360,16-May-07,5,16,2007,IAD,ORD,0,15,,N,1,1,US,0,1,0,Y,3,.0081049083
070516CWE3513579,360,16-May-07,5,16,2007,IAD,ORD,0,26,M,Y,1,1,US,0,0,0,L,3,.11638761
070516DBG3513657,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,1,DE,1,1,2,V,3,.8235957
070516DKE35112570,360,16-May-07,5,16,2007,IAD,ORD,0,32,,Y,4,1,US,0,0,0,L,3,.62964696
070516DKK3515838,360,16-May-07,5,16,2007,IAD,ORD,0,48,,Y,2,1,US,1,0,0,W,3,.83741999
070516DKV3513078,360,16-May-07,5,16,2007,IAD,ORD,0,58,,Y,1,0,US,1,1,1,Q,3,.37607178
070516ECO35110959,360,16-May-07,5,16,2007,IAD,ORD,0,9,S,N,1,0,CH,0,1,2,V,3,.1236645
070516EGY3515589,360,16-May-07,5,16,2007,IAD,ORD,0,15,,N,1,1,,0,0,0,L,3,.42284712
070516EQJ3517986,360,16-May-07,5,16,2007,IAD,ORD,0,63,,Y,1,0,DE,1,0,0,V,3,.83827907
070516EZJ3511785,360,16-May-07,5,16,2007,IAD,ORD,0,88,,Y,2,0,US,0,1,2,S,3,.27624482
070516FBB3516906,360,16-May-07,5,16,2007,IAD,ORD,0,26,,Y,1,1,US,1,0,0,L,3,.14467254
070516FFA3515763,360,16-May-07,5,16,2007,IAD,ORD,1,43,,N,2,0,US,1,1,0,W,3,.34430739
070516GDE3514755,360,16-May-07,5,16,2007,IAD,ORD,0,12,M,Y,1,1,US,0,0,1,T,3,.89043719
070516GKO351762,360,16-May-07,5,16,2007,IAD,ORD,0,93,M,Y,2,0,US,1,1,3,W,3,.51861578
070516GON3519282,360,16-May-07,5,16,2007,IAD,ORD,0,201,,N,1,1,US,0,1,0,Y,3,.60927892
070516GPH35112564,360,16-May-07,5,16,2007,IAD,ORD,0,88,,N,2,0,US,0,1,1,W,3,.184949
070516GRI35112459,360,16-May-07,5,16,2007,IAD,ORD,0,88,,N,2,0,US,0,1,1,W,3,.4735043
070516HCW3518697,360,16-May-07,5,16,2007,IAD,ORD,0,25,M,Y,2,1,US,0,0,1,L,3,.94605434
070516HWY3512625,360,16-May-07,5,16,2007,IAD,ORD,1,7,B,Y,1,1,US,1,0,0,Q,3,.97916055
070516HXB35113149,360,16-May-07,5,16,2007,IAD,ORD,0,49,A,Y,1,1,US,0,0,1,W,3,.39294639
070516HZM3513732,360,16-May-07,5,16,2007,IAD,ORD,0,14,M,Y,1,1,US,1,0,0,L,3,.63998866
070516ICL3516312,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,1,DE,0,1,3,V,3,.39322925
070516ICR3515397,360,16-May-07,5,16,2007,IAD,ORD,0,74,,Y,2,1,US,0,0,0,L,3,.60117298
070516IHO3519831,360,16-May-07,5,16,2007,IAD,ORD,0,42,,N,1,1,US,0,1,1,V,3,.46435043
070516IIB351843,360,16-May-07,5,16,2007,IAD,ORD,0,99,,Y,1,0,US,1,1,1,V,3,.51859426
070516IQZ3512868,360,16-May-07,5,16,2007,IAD,ORD,0,32,M,Y,4,1,US,0,0,0,L,3,.80183774
070516IWP3519132,360,16-May-07,5,16,2007,IAD,ORD,0,7,,N,1,1,US,0,1,1,Q,3,.9773643
070516IZW3518538,360,16-May-07,5,16,2007,IAD,ORD,0,28,,Y,1,1,US,0,0,1,F,3,.24944331
070516JBO3519429,360,16-May-07,5,16,2007,IAD,ORD,0,12,M,Y,1,1,US,0,0,0,T,3,.76566434
070516JDK3515319,360,16-May-07,5,16,2007,IAD,ORD,0,8,,Y,2,1,GB,0,0,1,V,3,.74750382
070516JIY35112870,360,16-May-07,5,16,2007,IAD,ORD,1,76,,N,2,0,US,1,1,0,V,3,.10310639
070516JQR3512691,360,16-May-07,5,16,2007,IAD,ORD,0,8,,Y,2,1,GB,0,0,1,V,3,.02842072
070516JUL3517620,360,16-May-07,5,16,2007,IAD,ORD,0,16,M,N,1,1,US,0,0,0,L,3,.43544459
070516KER35112006,360,16-May-07,5,16,2007,IAD,ORD,0,98,M,Y,1,1,US,0,0,2,L,3,.53439963
070516KFU3511728,360,16-May-07,5,16,2007,IAD,ORD,1,16,,N,3,1,US,0,0,1,L,3,.26657799
070516KKP3518910,360,16-May-07,5,16,2007,IAD,ORD,0,75,M,Y,1,1,CA,1,1,2,V,3,.37438256
070516KLB3515466,360,16-May-07,5,16,2007,IAD,ORD,0,6,A,N,1,1,US,0,0,2,F,3,.26529214
070516KPW3517932,360,16-May-07,5,16,2007,IAD,ORD,0,30,,N,1,1,US,0,1,0,W,3,.53798443
070516KXP351465,360,16-May-07,5,16,2007,IAD,ORD,0,32,,Y,1,1,US,0,0,1,L,3,.60839051
070516MAP3519273,360,16-May-07,5,16,2007,IAD,ORD,0,48,M,Y,2,1,US,1,0,0,W,3,.43460333
070516MAR35110866,360,16-May-07,5,16,2007,IAD,ORD,0,88,,Y,2,0,US,0,1,1,S,3,.58078808
070516MGU3514665,360,16-May-07,5,16,2007,IAD,ORD,0,56,,Y,1,0,DE,1,0,0,V,3,.023092302
070516MLC3511596,360,16-May-07,5,16,2007,IAD,ORD,0,14,,N,1,1,US,1,1,0,L,3,.36411336
070516MOF3514152,360,16-May-07,5,16,2007,IAD,ORD,0,39,M,Y,1,1,US,0,0,0,W,3,.071966723
070516MOT35110224,360,16-May-07,5,16,2007,IAD,ORD,0,13,M,Y,1,1,US,0,0,0,Q,3,.37146074
070516MQQ351987,360,16-May-07,5,16,2007,IAD,ORD,0,7,,Y,2,1,US,1,0,0,XF,3,.26029915
070516MUS3518892,360,16-May-07,5,16,2007,IAD,ORD,0,20,M,Y,1,1,US,1,0,1,Y,3,.13367306
070516MVJ3514557,360,16-May-07,5,16,2007,IAD,ORD,0,38,,Y,1,1,US,1,0,0,V,3,.32918662
070516NKW3515901,360,16-May-07,5,16,2007,IAD,ORD,0,110,M,Y,10,0,US,1,1,2,Q,3,.073470205
070516NNU3517077,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,0,1,V,3,.09221635
070516NRG35112612,360,16-May-07,5,16,2007,IAD,ORD,0,43,M,N,1,1,US,0,1,0,Y,3,.62189722
070516NRO3512703,360,16-May-07,5,16,2007,IAD,ORD,0,8,,N,1,1,US,0,1,0,S,3,.2848694
070516NZA3516321,360,16-May-07,5,16,2007,IAD,ORD,0,26,,N,1,1,US,0,0,0,T,3,.017227862
070516OAL3513546,360,16-May-07,5,16,2007,IAD,ORD,0,43,,N,2,1,US,0,1,1,M,3,.17885113
070516OAR35111892,360,16-May-07,5,16,2007,IAD,ORD,0,20,M,N,1,1,US,0,1,0,Y,3,.095142476
070516OCT3516516,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,1,0,V,3,.20108387
070516OLT3515019,360,16-May-07,5,16,2007,IAD,ORD,0,21,,N,1,1,US,0,1,0,Y,3,.016884049
070516OVK3519696,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,0,1,V,3,.41985512
070516OXE35112972,360,16-May-07,5,16,2007,IAD,ORD,0,56,,Y,1,0,US,1,1,1,Q,3,.60027295
070516OXE3519330,360,16-May-07,5,16,2007,IAD,ORD,1,18,M,Y,1,1,US,0,0,0,L,3,.94900119
070516PAU3511764,360,16-May-07,5,16,2007,IAD,ORD,0,15,,Y,1,1,US,1,1,0,T,3,.22168989
070516PDG3519993,360,16-May-07,5,16,2007,IAD,ORD,0,28,M,Y,1,1,US,0,0,1,L,3,.0170207
070516PKP3519918,360,16-May-07,5,16,2007,IAD,ORD,0,52,,N,4,1,US,0,1,0,Y,3,.9209069
070516PKW3514293,360,16-May-07,5,16,2007,IAD,ORD,0,110,,Y,10,0,US,1,1,1,Q,3,.77287191
070516PQO3518301,360,16-May-07,5,16,2007,IAD,ORD,0,35,M,Y,1,1,US,1,0,1,Y,3,.37620422
070516PUP35111595,360,16-May-07,5,16,2007,IAD,ORD,0,11,K,N,1,1,US,0,0,0,NF,3,.41450244
070516PUS35110359,360,16-May-07,5,16,2007,IAD,ORD,1,98,,Y,1,1,DE,1,1,2,V,3,.90032196
070516PXV35112795,360,16-May-07,5,16,2007,IAD,ORD,0,28,,Y,1,1,US,0,0,1,F,3,.27012223
070516QQB3513870,360,16-May-07,5,16,2007,IAD,ORD,0,27,S,Y,1,1,DE,0,0,1,F,3,.44488069
070516QQI35112762,360,16-May-07,5,16,2007,IAD,ORD,0,62,,Y,1,0,DE,1,0,0,V,3,.46120188
070516QRH35111934,360,16-May-07,5,16,2007,IAD,ORD,1,27,B,Y,1,1,US,1,0,0,L,3,.74748337
070516QRR3512181,360,16-May-07,5,16,2007,IAD,ORD,0,63,,Y,1,1,DE,1,1,1,V,3,.3254945
070516QSZ35111580,360,16-May-07,5,16,2007,IAD,ORD,0,22,,Y,1,1,,0,0,1,L,3,.10457769
070516QXH3518424,360,16-May-07,5,16,2007,IAD,ORD,0,61,A,Y,1,1,US,1,0,1,Q,3,.42472813
070516RDN35111736,360,16-May-07,5,16,2007,IAD,ORD,0,33,B,N,1,1,US,0,1,0,Y,3,.26475662
070516RDU3512163,360,16-May-07,5,16,2007,IAD,ORD,0,54,B,Y,1,1,US,1,0,1,V,3,.046497952
070516REM351528,360,16-May-07,5,16,2007,IAD,ORD,0,25,,N,1,1,US,1,1,0,W,3,.65887249
070516RJJ3516756,360,16-May-07,5,16,2007,IAD,ORD,0,63,,Y,1,0,DE,1,0,0,V,3,.36290491
070516RMH35112645,360,16-May-07,5,16,2007,IAD,ORD,0,25,M,Y,2,1,US,0,0,1,L,3,.59809524
070516RPW3513942,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,1,0,V,3,.71832865
070516RQE35110521,360,16-May-07,5,16,2007,IAD,ORD,0,7,A,N,1,1,US,1,0,0,NF,3,.77624339
070516RQU35111910,360,16-May-07,5,16,2007,IAD,ORD,0,36,,N,1,1,US,0,0,0,T,3,.72032702
070516RSH3519930,360,16-May-07,5,16,2007,IAD,ORD,0,16,M,Y,1,1,DE,0,0,2,F,3,.48125827
070516RVY3518460,360,16-May-07,5,16,2007,IAD,ORD,0,7,M,Y,1,1,US,0,0,1,V,3,.71648139
070516SJM3515727,360,16-May-07,5,16,2007,IAD,ORD,0,37,M,Y,1,1,US,1,0,0,S,3,.55953938
070516SSJ351315,360,16-May-07,5,16,2007,IAD,ORD,0,17,,Y,1,1,US,0,0,1,L,3,.35179093
070516STV351153,360,16-May-07,5,16,2007,IAD,ORD,0,14,,Y,1,1,US,0,0,1,V,3,.14540377
070516SUO35110239,360,16-May-07,5,16,2007,IAD,ORD,0,62,,Y,1,0,DE,1,0,0,V,3,.24339934
070516TBF3517857,360,16-May-07,5,16,2007,IAD,ORD,0,62,,Y,1,0,DE,1,0,0,V,3,.6985538
070516TDL35110086,360,16-May-07,5,16,2007,IAD,ORD,0,7,M,Y,2,1,US,1,0,0,XF,3,.041306693
070516TKB3519516,360,16-May-07,5,16,2007,IAD,ORD,0,16,M,Y,1,1,US,0,0,1,L,3,.043680921
070516TMG35112246,360,16-May-07,5,16,2007,IAD,ORD,0,26,M,Y,1,1,US,0,0,1,L,3,.45983741
070516TMG3513117,360,16-May-07,5,16,2007,IAD,ORD,0,56,,Y,1,1,DE,1,1,1,V,3,.33520949
070516TML3516738,360,16-May-07,5,16,2007,IAD,ORD,0,74,,Y,2,1,US,0,0,0,L,3,.90114886
070516TTA3516624,360,16-May-07,5,16,2007,IAD,ORD,0,14,M,Y,1,1,US,0,0,2,V,3,.3167437
070516UEB3515997,360,16-May-07,5,16,2007,IAD,ORD,0,97,,N,1,1,US,1,1,2,V,3,.33413848
070516UIY3512526,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,0,1,V,3,.059787478
070516UKP3514278,360,16-May-07,5,16,2007,IAD,ORD,0,43,,N,2,1,US,0,1,0,M,3,.93274021
070516ULF3514920,360,16-May-07,5,16,2007,IAD,ORD,1,78,M,Y,1,1,US,0,0,1,S,3,.4305217
070516UXX3514281,360,16-May-07,5,16,2007,IAD,ORD,0,8,B,N,1,1,US,0,0,0,E,3,.16054128
070516VUT351333,360,16-May-07,5,16,2007,IAD,ORD,0,62,,Y,1,0,DE,1,0,0,V,3,.50676757
070516WAX3513534,360,16-May-07,5,16,2007,IAD,ORD,0,99,,Y,1,0,DE,1,1,1,V,3,.27546573
070516WRD3516801,360,16-May-07,5,16,2007,IAD,ORD,0,8,B,Y,1,1,US,0,0,1,V,3,.17793857
070516WSD3512172,360,16-May-07,5,16,2007,IAD,ORD,0,8,B,N,1,1,US,0,0,0,V,3,.44581205
070516WUR35111100,360,16-May-07,5,16,2007,IAD,ORD,0,98,,Y,1,0,DE,1,0,1,V,3,.42584893
070516XEJ35110833,360,16-May-07,5,16,2007,IAD,ORD,0,96,,N,3,1,,1,1,1,XY,3,.62017727
070516XFN35111553,360,16-May-07,5,16,2007,IAD,ORD,1,10,,Y,1,1,NL,1,1,1,W,3,.95388514
070516XIY3519201,360,16-May-07,5,16,2007,IAD,ORD,0,9,A,Y,1,0,US,0,1,2,Y,3,.9115628
070516XMR3511854,360,16-May-07,5,16,2007,IAD,ORD,0,6,M,Y,1,1,US,0,1,1,Y,3,.46102628
070516XPA3512577,360,16-May-07,5,16,2007,IAD,ORD,0,62,M,Y,1,1,US,0,1,1,Y,3,.55327272
070516XVN3511209,360,16-May-07,5,16,2007,IAD,ORD,1,33,M,N,1,1,US,0,1,0,Y,3,.75738579
070516YDI3516276,360,16-May-07,5,16,2007,IAD,ORD,0,62,,Y,1,0,DE,1,0,0,V,3,.080813251
070516YEB3513111,360,16-May-07,5,16,2007,IAD,ORD,1,33,M,N,1,1,US,0,1,0,Y,3,.38351572
070516YEV3514728,360,16-May-07,5,16,2007,IAD,ORD,0,15,,N,1,1,US,0,1,1,T,3,.14430377
070516YGX35110620,360,16-May-07,5,16,2007,IAD,ORD,0,17,M,Y,1,1,US,0,0,1,L,3,.68050635
070516YVX3514737,360,16-May-07,5,16,2007,IAD,ORD,0,58,,Y,1,0,US,1,1,1,Q,3,.55068171
070516ZKS35112738,360,16-May-07,5,16,2007,IAD,ORD,0,12,M,Y,1,1,US,1,0,0,Y,3,.21855083
070516ZNM3517023,360,16-May-07,5,16,2007,IAD,ORD,0,19,,Y,1,1,US,1,0,0,V,3,.71421057
070516ZTH3517782,360,16-May-07,5,16,2007,IAD,ORD,1,43,,N,2,0,US,1,1,0,W,3,.22532992
070516ZVX3516831,360,16-May-07,5,16,2007,IAD,ORD,0,29,,Y,1,1,US,1,0,0,V,3,.88043714
070516ZYJ3519636,360,16-May-07,5,16,2007,IAD,ORD,0,16,,Y,1,1,US,1,1,1,L,3,.016346069
070517AHB35112105,360,17-May-07,5,17,2007,IAD,ORD,0,56,,Y,1,1,US,1,0,1,L,4,.51265049
070517AID3516192,360,17-May-07,5,17,2007,IAD,ORD,0,17,,N,1,1,US,0,1,0,T,4,.63650334
070517ALQ3519720,360,17-May-07,5,17,2007,IAD,ORD,0,31,,Y,1,1,US,1,0,0,Y,4,.82848889
070517AME351276,360,17-May-07,5,17,2007,IAD,ORD,0,39,,Y,2,1,US,1,0,0,T,4,.023026831
070517AOA35110365,360,17-May-07,5,17,2007,IAD,ORD,0,6,M,Y,2,1,US,1,0,2,Q,4,.13767819
070517AXZ3519714,360,17-May-07,5,17,2007,IAD,ORD,0,6,M,Y,1,1,US,1,0,1,V,4,.49138168
070517AYC35110194,360,17-May-07,5,17,2007,IAD,ORD,0,6,M,Y,1,1,US,0,0,0,Y,4,.35893378
070517AYO3513297,360,17-May-07,5,17,2007,IAD,ORD,0,76,,Y,2,1,US,0,0,1,L,4,.67215174
070517AZE3519837,360,17-May-07,5,17,2007,IAD,ORD,0,9,,N,2,1,US,0,1,0,Y,4,.53736138
070517AZZ3511926,360,17-May-07,5,17,2007,IAD,ORD,0,162,M,Y,2,1,US,0,1,2,XY,4,.036230516
070517BIQ3517254,360,17-May-07,5,17,2007,IAD,ORD,1,41,O,N,1,1,US,0,1,0,Y,4,.7727499
070517BJH35110278,360,17-May-07,5,17,2007,IAD,ORD,1,29,Q,N,1,1,US,0,1,0,Y,4,.82594723
070517BMO3512139,360,17-May-07,5,17,2007,IAD,ORD,0,6,S,Y,2,1,US,1,0,2,Q,4,.25143066
070517BPC35110629,360,17-May-07,5,17,2007,IAD,ORD,0,27,M,Y,1,1,BR,0,0,1,NF,4,.71622199
070517BZI3512670,360,17-May-07,5,17,2007,IAD,ORD,0,28,,Y,2,1,US,0,0,1,L,4,.72049373
070517BZN3514566,360,17-May-07,5,17,2007,IAD,ORD,1,37,M,Y,1,1,US,0,0,0,L,4,.86115366
070517CAX3519672,360,17-May-07,5,17,2007,IAD,ORD,0,133,,N,2,1,GB,1,0,0,W,4,.61753511
070517CCP35111769,360,17-May-07,5,17,2007,IAD,ORD,0,22,M,N,1,1,US,0,0,1,Y,4,.00053010636
070517CCQ3514641,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.80473179
070517CIF3514104,360,17-May-07,5,17,2007,IAD,ORD,0,26,,N,1,1,US,0,0,0,T,4,.93277109
070517CMZ3516759,360,17-May-07,5,17,2007,IAD,ORD,0,6,M,Y,1,1,US,1,0,0,Q,4,.54093605
070517CPX3514854,360,17-May-07,5,17,2007,IAD,ORD,0,198,,Y,1,0,US,1,1,2,Q,4,.39544043
070517CZU3519216,360,17-May-07,5,17,2007,IAD,ORD,0,43,,Y,1,1,US,0,0,1,L,4,.8145873
070517DFD3515976,360,17-May-07,5,17,2007,IAD,ORD,0,44,,Y,2,1,US,1,0,1,T,4,.64008707
070517DIO3516252,360,17-May-07,5,17,2007,IAD,ORD,0,55,M,Y,2,1,US,0,0,1,L,4,.33762848
070517DJN351498,360,17-May-07,5,17,2007,IAD,ORD,0,6,,Y,1,1,US,1,0,1,Y,4,.71441209
070517DLC35112513,360,17-May-07,5,17,2007,IAD,ORD,0,42,M,Y,1,1,US,0,0,1,L,4,.73242587
070517DMP351510,360,17-May-07,5,17,2007,IAD,ORD,0,27,M,N,1,1,US,0,0,0,W,4,.36456472
070517DQF35112882,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.51206684
070517DQV3519138,360,17-May-07,5,17,2007,IAD,ORD,0,14,K,Y,2,1,,1,0,0,NF,4,.38319844
070517DTG35111631,360,17-May-07,5,17,2007,IAD,ORD,0,9,,N,2,1,US,0,1,0,Y,4,.80066752
070517EIJ35112561,360,17-May-07,5,17,2007,IAD,ORD,0,29,M,Y,1,1,US,1,0,0,V,4,.14130446
070517ELY3513741,360,17-May-07,5,17,2007,IAD,ORD,0,63,,Y,1,1,DE,1,1,1,V,4,.41087228
070517EQF35110761,360,17-May-07,5,17,2007,IAD,ORD,0,114,M,N,1,1,US,0,1,0,XY,4,.49380887
070517FHC3512256,360,17-May-07,5,17,2007,IAD,ORD,0,213,,Y,1,0,US,1,1,2,Q,4,.64787644
070517FIU3513906,360,17-May-07,5,17,2007,IAD,ORD,0,38,M,Y,2,1,US,0,0,2,L,4,.95822757
070517FNH3513336,360,17-May-07,5,17,2007,IAD,ORD,0,59,M,Y,2,1,US,0,1,0,H,4,.46083024
070517FNQ3512175,360,17-May-07,5,17,2007,IAD,ORD,0,35,,Y,1,1,US,0,0,1,T,4,.88486707
070517FVC3511089,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.7732603
070517GLS3512898,360,17-May-07,5,17,2007,IAD,ORD,1,27,A,Y,1,1,US,0,0,2,L,4,.22022752
070517GOA3511383,360,17-May-07,5,17,2007,IAD,ORD,1,29,,Y,1,0,US,1,0,1,L,4,.33950916
070517GVU35110275,360,17-May-07,5,17,2007,IAD,ORD,0,44,M,Y,2,1,US,1,0,2,T,4,.3104814
070517GVU35113191,360,17-May-07,5,17,2007,IAD,ORD,0,27,M,Y,1,1,US,0,0,2,T,4,.5713228
070517HAH3517284,360,17-May-07,5,17,2007,IAD,ORD,0,28,B,Y,3,1,US,0,0,1,L,4,.58697915
070517HDA3512004,360,17-May-07,5,17,2007,IAD,ORD,0,63,,N,1,1,DE,1,1,0,V,4,.15322983
070517HGC3517803,360,17-May-07,5,17,2007,IAD,ORD,0,14,,Y,1,1,US,0,0,3,V,4,.87723631
070517HQL35110467,360,17-May-07,5,17,2007,IAD,ORD,0,19,,N,1,1,US,1,0,0,W,4,.83421409
070517HST35111118,360,17-May-07,5,17,2007,IAD,ORD,0,15,,N,1,1,US,1,0,0,Y,4,.65999252
070517IBI35111985,360,17-May-07,5,17,2007,IAD,ORD,0,30,M,Y,2,1,US,0,0,1,L,4,.89306021
070517IGI3515250,360,17-May-07,5,17,2007,IAD,ORD,0,39,M,Y,2,1,US,1,0,0,T,4,.54742485
070517IKV35112984,360,17-May-07,5,17,2007,IAD,ORD,0,7,J,N,1,1,US,0,0,0,NF,4,.40184376
070517ILU35112915,360,17-May-07,5,17,2007,IAD,ORD,0,43,M,Y,1,1,US,0,0,1,L,4,.89930695
070517IMD3511386,360,17-May-07,5,17,2007,IAD,ORD,0,55,B,Y,1,1,US,0,0,0,Y,4,.57652301
070517IOY35111094,360,17-May-07,5,17,2007,IAD,ORD,1,21,,N,1,1,US,1,0,0,T,4,.98663497
070517IQE351852,360,17-May-07,5,17,2007,IAD,ORD,0,35,M,Y,1,1,US,0,1,0,L,4,.70771241
070517IUZ3513264,360,17-May-07,5,17,2007,IAD,ORD,0,51,B,Y,1,1,US,0,1,1,W,4,.33069083
070517JEY3511899,360,17-May-07,5,17,2007,IAD,ORD,0,26,B,Y,1,1,US,0,0,0,T,4,.0072101643
070517JHI3514575,360,17-May-07,5,17,2007,IAD,ORD,0,23,,N,1,1,US,1,0,0,V,4,.26773834
070517JMK3512829,360,17-May-07,5,17,2007,IAD,ORD,0,72,B,N,1,1,US,1,0,0,NF,4,.61804199
070517KBO35111169,360,17-May-07,5,17,2007,IAD,ORD,0,39,,Y,2,1,US,0,0,1,L,4,.71614164
070517KSG351213,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.14503443
070517LIK3519750,360,17-May-07,5,17,2007,IAD,ORD,0,139,O,Y,2,1,US,0,1,2,W,4,.78188753
070517LJO35113005,360,17-May-07,5,17,2007,IAD,ORD,0,15,B,Y,1,1,US,1,0,0,V,4,.83708382
070517LKB3513810,360,17-May-07,5,17,2007,IAD,ORD,0,39,M,Y,2,1,US,0,0,1,L,4,.81284124
070517LKG3511776,360,17-May-07,5,17,2007,IAD,ORD,0,48,M,Y,2,1,US,0,0,1,L,4,.26474968
070517LLC3518373,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.020903552
070517LMS3516393,360,17-May-07,5,17,2007,IAD,ORD,0,58,,Y,2,1,US,0,0,0,L,4,.90011209
070517LRM3519303,360,17-May-07,5,17,2007,IAD,ORD,0,53,M,N,1,1,US,1,1,0,Y,4,.63137299
070517LSL3514395,360,17-May-07,5,17,2007,IAD,ORD,1,63,,Y,1,1,DE,1,1,1,V,4,.97623873
070517LVG3512820,360,17-May-07,5,17,2007,IAD,ORD,0,22,M,Y,1,1,MX,0,0,4,T,4,.28909671
070517LWP3514392,360,17-May-07,5,17,2007,IAD,ORD,0,23,M,N,1,1,US,1,0,0,T,4,.35983217
070517LYP35113347,360,17-May-07,5,17,2007,IAD,ORD,1,38,K,Y,1,1,US,0,1,0,Y,4,.74821401
070517LZY351912,360,17-May-07,5,17,2007,IAD,ORD,1,84,,N,2,1,US,0,1,0,Y,4,.87104428
070517MJU35112837,360,17-May-07,5,17,2007,IAD,ORD,1,51,,Y,3,1,US,1,0,0,T,4,.93117881
070517MKL3513627,360,17-May-07,5,17,2007,IAD,ORD,0,34,M,Y,1,1,US,0,1,1,Q,4,.45558193
070517MVK3515355,360,17-May-07,5,17,2007,IAD,ORD,0,9,,N,1,1,US,1,0,0,U,4,.40746036
070517NCI351660,360,17-May-07,5,17,2007,IAD,ORD,0,33,,Y,1,0,US,1,1,1,T,4,.70760429
070517NEH35110137,360,17-May-07,5,17,2007,IAD,ORD,0,53,,N,1,1,US,0,0,2,L,4,.95867461
070517NUO3515007,360,17-May-07,5,17,2007,IAD,ORD,0,42,M,Y,1,1,US,0,0,2,L,4,.61380559
070517NYT3517320,360,17-May-07,5,17,2007,IAD,ORD,0,76,,Y,2,1,US,0,0,1,L,4,.69565588
070517NZN35112921,360,17-May-07,5,17,2007,IAD,ORD,0,54,M,Y,2,1,US,0,0,1,L,4,.044195734
070517OCC3511950,360,17-May-07,5,17,2007,IAD,ORD,0,10,,N,1,1,US,1,0,0,NY,4,.6451782
070517ODU35112849,360,17-May-07,5,17,2007,IAD,ORD,0,74,,Y,2,1,US,1,0,1,S,4,.78309011
070517OGE3517347,360,17-May-07,5,17,2007,IAD,ORD,0,16,B,Y,1,1,US,1,0,1,NF,4,.34011993
070517OGI3511674,360,17-May-07,5,17,2007,IAD,ORD,0,16,K,Y,1,1,,1,0,0,NF,4,.19064137
070517OHI3513867,360,17-May-07,5,17,2007,IAD,ORD,0,20,M,Y,1,1,US,0,0,1,T,4,.30747643
070517OKM35110662,360,17-May-07,5,17,2007,IAD,ORD,1,10,,N,1,1,US,1,1,0,XY,4,.96664238
070517OKR35111853,360,17-May-07,5,17,2007,IAD,ORD,0,17,,Y,1,1,US,0,0,1,T,4,.94151491
070517OMT3515085,360,17-May-07,5,17,2007,IAD,ORD,0,7,M,Y,1,1,US,1,0,0,Q,4,.36610368
070517ONZ3517458,360,17-May-07,5,17,2007,IAD,ORD,0,14,K,Y,2,1,,1,0,0,NF,4,.06031429
070517OQD351675,360,17-May-07,5,17,2007,IAD,ORD,0,38,M,Y,2,1,US,0,0,2,L,4,.63861436
070517OTH3514716,360,17-May-07,5,17,2007,IAD,ORD,0,34,M,Y,1,1,US,1,0,0,T,4,.31455341
070517PBE3516726,360,17-May-07,5,17,2007,IAD,ORD,0,48,M,Y,2,1,US,0,0,1,L,4,.5037092
070517PKK35110443,360,17-May-07,5,17,2007,IAD,ORD,0,162,,Y,2,1,US,0,1,1,XY,4,.1576205
070517PLR351372,360,17-May-07,5,17,2007,IAD,ORD,0,133,,N,2,1,GB,1,0,1,W,4,.23495698
070517PML3514329,360,17-May-07,5,17,2007,IAD,ORD,1,33,,Y,1,1,US,1,0,0,S,4,.93686712
070517PMN3511620,360,17-May-07,5,17,2007,IAD,ORD,0,63,,Y,1,1,DE,1,1,0,V,4,.59969652
070517PRE35111547,360,17-May-07,5,17,2007,IAD,ORD,0,6,M,N,1,1,US,1,0,0,NF,4,.85230744
070517PRN35112993,360,17-May-07,5,17,2007,IAD,ORD,0,20,A,Y,1,1,US,1,0,0,Y,4,.68653601
070517PRS35111079,360,17-May-07,5,17,2007,IAD,ORD,1,30,,Y,1,1,US,0,1,1,L,4,.8877182
070517PSH3515292,360,17-May-07,5,17,2007,IAD,ORD,0,27,,N,1,1,US,0,0,0,T,4,.90909493
070517PTX3511404,360,17-May-07,5,17,2007,IAD,ORD,0,76,,Y,1,1,US,0,0,0,Y,4,.95890248
070517PVX35112048,360,17-May-07,5,17,2007,IAD,ORD,0,15,,N,1,1,US,1,0,0,V,4,.37977979
070517QAU35110176,360,17-May-07,5,17,2007,IAD,ORD,0,59,B,Y,2,1,US,0,1,1,H,4,.15095939
