bookid,flight,departuredate,month,day,year,destination,origin,noshow,daystodep,mileageplus,assignedseat,numberinparty,eticketed,bookingcountry,upline,downline,modifycount,bookingclass,dow,rand
070501AJY3511296,360,1-May-07,5,1,2007,IAD,ORD,0,30,M,Y,1,1,US,1,0,0,L,2,.22241804
070501AKV351438,360,1-May-07,5,1,2007,IAD,ORD,0,12,J,Y,1,1,US,0,0,1,V,2,.49265847
070501ATC3513636,360,1-May-07,5,1,2007,IAD,ORD,0,40,,N,3,0,CN,1,0,1,V,2,.67761594
070501BAT3516504,360,1-May-07,5,1,2007,IAD,ORD,0,7,,N,1,1,,0,0,0,L,2,.88085359
070501BBV35112885,360,1-May-07,5,1,2007,IAD,ORD,0,46,,Y,1,1,US,1,0,0,XY,2,.18610775
070501BFO35112417,360,1-May-07,5,1,2007,IAD,ORD,0,19,,Y,1,1,US,0,0,0,L,2,.27706409
070501BMW3516246,360,1-May-07,5,1,2007,IAD,ORD,0,12,,Y,1,1,MX,1,0,0,V,2,.35947454
070501BYR35118,360,1-May-07,5,1,2007,IAD,ORD,1,13,,Y,1,0,MX,0,0,1,V,2,.20329201
070501CDB3516348,360,1-May-07,5,1,2007,IAD,ORD,0,20,,Y,1,1,US,0,0,0,L,2,.15394047
070501CNX3511533,360,1-May-07,5,1,2007,IAD,ORD,0,75,,Y,2,1,US,1,1,4,XY,2,.22055335
070501CQC35110245,360,1-May-07,5,1,2007,IAD,ORD,0,14,O,Y,1,1,US,0,0,0,L,2,.82174706
070501CRM3512307,360,1-May-07,5,1,2007,IAD,ORD,0,48,M,Y,1,1,US,0,0,1,L,2,.76962692
070501CWC3512331,360,1-May-07,5,1,2007,IAD,ORD,0,11,M,Y,1,1,US,0,0,1,L,2,.19656558
070501DBZ3518556,360,1-May-07,5,1,2007,IAD,ORD,1,7,,Y,1,0,US,0,0,0,L,2,.73470503
070501DIC3515262,360,1-May-07,5,1,2007,IAD,ORD,0,15,M,Y,1,1,US,0,0,1,L,2,.75071341
070501DJQ3517707,360,1-May-07,5,1,2007,IAD,ORD,0,8,M,Y,1,1,US,0,0,2,L,2,.49168214
070501DNS3516552,360,1-May-07,5,1,2007,IAD,ORD,0,18,M,Y,1,1,US,1,0,0,L,2,.64603043
070501DXB3512409,360,1-May-07,5,1,2007,IAD,ORD,1,7,,Y,1,0,MX,1,0,0,E,2,.43144304
070501EAS3517017,360,1-May-07,5,1,2007,IAD,ORD,1,151,,Y,1,0,US,1,0,1,S,2,.83194357
070501EFR3512361,360,1-May-07,5,1,2007,IAD,ORD,1,14,,N,1,0,US,0,1,1,V,2,.40082198
070501EMZ3516501,360,1-May-07,5,1,2007,IAD,ORD,0,9,,Y,3,1,US,0,0,0,L,2,.2098773
070501EQF3511206,360,1-May-07,5,1,2007,IAD,ORD,0,14,B,Y,1,1,US,0,0,0,L,2,.64340073
070501EWE3517128,360,1-May-07,5,1,2007,IAD,ORD,0,40,M,N,1,1,US,1,0,0,T,2,.658476
070501FHN35110731,360,1-May-07,5,1,2007,IAD,ORD,0,17,M,Y,2,1,US,0,0,1,L,2,.69531447
070501FMS35112393,360,1-May-07,5,1,2007,IAD,ORD,0,91,,N,2,1,DK,0,0,1,L,2,.13872381
070501GEA3515391,360,1-May-07,5,1,2007,IAD,ORD,0,14,B,Y,1,1,US,0,0,0,A,2,.70735931
070501GGU3512538,360,1-May-07,5,1,2007,IAD,ORD,0,15,,Y,1,1,US,0,0,1,F,2,.14045954
070501GLP3513021,360,1-May-07,5,1,2007,IAD,ORD,0,27,M,Y,2,1,US,0,0,1,L,2,.059821393
070501HIT3511173,360,1-May-07,5,1,2007,IAD,ORD,0,55,,Y,3,0,US,1,1,1,V,2,.66236413
070501HYA3512979,360,1-May-07,5,1,2007,IAD,ORD,0,56,M,Y,1,1,US,0,0,1,L,2,.27658421
070501IHT3517095,360,1-May-07,5,1,2007,IAD,ORD,0,20,,N,1,1,US,0,1,0,L,2,.6085726
070501JBQ3516513,360,1-May-07,5,1,2007,IAD,ORD,0,32,,Y,1,0,US,1,1,1,W,2,.21269123
070501JDZ351363,360,1-May-07,5,1,2007,IAD,ORD,0,101,,Y,1,0,US,0,1,3,W,2,.46300733
070501JHX35113269,360,1-May-07,5,1,2007,IAD,ORD,0,35,,Y,2,1,US,1,0,1,S,2,.33144593
070501JPW3516849,360,1-May-07,5,1,2007,IAD,ORD,0,47,B,Y,1,1,US,1,0,1,V,2,.16686442
070501JUJ3517635,360,1-May-07,5,1,2007,IAD,ORD,0,14,,Y,3,0,US,1,1,2,L,2,.012548287
070501JUY3512799,360,1-May-07,5,1,2007,IAD,ORD,0,26,,Y,1,1,MX,1,0,0,E,2,.22712655
070501KAK351483,360,1-May-07,5,1,2007,IAD,ORD,0,11,,N,1,1,US,0,0,0,L,2,.54037094
070501KBK35112258,360,1-May-07,5,1,2007,IAD,ORD,0,22,M,Y,1,1,US,0,1,0,L,2,.52414262
070501KNG35113032,360,1-May-07,5,1,2007,IAD,ORD,0,13,B,Y,1,1,US,1,0,0,L,2,.1680731
070501LJZ351282,360,1-May-07,5,1,2007,IAD,ORD,0,8,A,Y,1,1,US,0,0,0,Q,2,.54989481
070501LYM3517539,360,1-May-07,5,1,2007,IAD,ORD,0,17,B,Y,2,1,US,0,0,1,L,2,.47474745
070501LYQ3515469,360,1-May-07,5,1,2007,IAD,ORD,0,12,,Y,1,1,MX,1,0,0,Q,2,.28596425
070501MZA3517812,360,1-May-07,5,1,2007,IAD,ORD,1,22,,Y,1,1,MX,1,0,0,U,2,.33912149
070501NJZ35113161,360,1-May-07,5,1,2007,IAD,ORD,0,13,M,Y,1,1,US,0,0,1,L,2,.23928389
070501NKO3515064,360,1-May-07,5,1,2007,IAD,ORD,0,26,,Y,1,1,US,0,0,0,L,2,.66708338
070501NWI3515502,360,1-May-07,5,1,2007,IAD,ORD,0,43,M,Y,1,0,US,1,1,4,S,2,.59014356
070501OCI35110431,360,1-May-07,5,1,2007,IAD,ORD,0,41,,Y,2,1,US,0,0,0,L,2,.38401815
070501ODU351489,360,1-May-07,5,1,2007,IAD,ORD,0,14,K,Y,1,1,US,0,0,2,T,2,.17596523
070501OGN3511998,360,1-May-07,5,1,2007,IAD,ORD,1,7,,Y,1,0,MX,0,0,1,H,2,.0021614681
070501OPX3518700,360,1-May-07,5,1,2007,IAD,ORD,1,35,,Y,2,1,US,1,0,1,S,2,.9141593
070501PTP35110188,360,1-May-07,5,1,2007,IAD,ORD,0,20,,Y,1,1,US,0,0,0,L,2,.97695249
070501QGD3514401,360,1-May-07,5,1,2007,IAD,ORD,0,34,,Y,1,1,US,1,0,0,L,2,.4119114
070501QKF351432,360,1-May-07,5,1,2007,IAD,ORD,0,26,,Y,2,1,US,1,0,1,T,2,.6950385
070501QRI351672,360,1-May-07,5,1,2007,IAD,ORD,0,27,M,Y,1,1,MX,1,0,1,U,2,.28066349
070501QRQ3515586,360,1-May-07,5,1,2007,IAD,ORD,0,101,M,Y,1,0,US,0,1,3,W,2,.94443983
070501QWX3512589,360,1-May-07,5,1,2007,IAD,ORD,0,25,M,Y,1,1,US,0,0,0,T,2,.69910079
070501QZA3515562,360,1-May-07,5,1,2007,IAD,ORD,0,49,M,Y,1,1,US,0,0,0,L,2,.089849539
070501RGC35112069,360,1-May-07,5,1,2007,IAD,ORD,1,7,,Y,1,0,MX,0,0,1,E,2,.58251166
070501RKU3518361,360,1-May-07,5,1,2007,IAD,ORD,0,13,,Y,1,1,MX,1,0,0,V,2,.063901544
070501RQR35111385,360,1-May-07,5,1,2007,IAD,ORD,0,27,M,Y,1,1,US,1,0,0,W,2,.70054114
070501SIT3518943,360,1-May-07,5,1,2007,IAD,ORD,0,91,,N,2,1,DK,0,0,1,L,2,.59820765
070501SST3511320,360,1-May-07,5,1,2007,IAD,ORD,0,13,M,Y,1,1,US,0,0,1,L,2,.74211448
070501SSU3517767,360,1-May-07,5,1,2007,IAD,ORD,0,41,M,Y,1,1,US,1,0,0,W,2,.7533235
070501TAV3515886,360,1-May-07,5,1,2007,IAD,ORD,0,41,,Y,2,1,US,0,0,0,L,2,.67400926
070501TEN3512400,360,1-May-07,5,1,2007,IAD,ORD,0,17,,Y,3,1,US,0,0,1,L,2,.49478066
070501TGV3517425,360,1-May-07,5,1,2007,IAD,ORD,0,19,B,Y,1,1,US,0,0,1,V,2,.57724363
070501TND3515451,360,1-May-07,5,1,2007,IAD,ORD,0,91,M,Y,1,1,US,0,1,6,V,2,.35676244
070501UJH35112501,360,1-May-07,5,1,2007,IAD,ORD,0,18,M,Y,1,1,US,0,0,1,L,2,.67042029
070501VGI3519645,360,1-May-07,5,1,2007,IAD,ORD,0,46,,Y,1,1,US,1,0,0,L,2,.58904225
070501VSY3517596,360,1-May-07,5,1,2007,IAD,ORD,0,20,B,Y,1,1,US,0,0,1,L,2,.05491231
070501VUP3516195,360,1-May-07,5,1,2007,IAD,ORD,0,15,,Y,1,1,US,0,0,1,F,2,.64152062
070501WDE35112732,360,1-May-07,5,1,2007,IAD,ORD,0,26,,Y,2,1,US,1,0,1,T,2,.34963241
070501WDW35113053,360,1-May-07,5,1,2007,IAD,ORD,0,12,,Y,1,1,US,0,0,1,L,2,.53198659
070501WHE35110173,360,1-May-07,5,1,2007,IAD,ORD,0,27,,Y,1,1,MX,1,0,0,Q,2,.82863325
070501WNP351546,360,1-May-07,5,1,2007,IAD,ORD,0,20,,Y,1,1,,0,0,1,L,2,.38306406
070501WVK3514884,360,1-May-07,5,1,2007,IAD,ORD,0,27,,Y,1,1,US,0,0,0,L,2,.045222979
070501XDF3512721,360,1-May-07,5,1,2007,IAD,ORD,0,7,M,N,1,1,US,1,0,0,L,2,.56066883
070501XQB3512616,360,1-May-07,5,1,2007,IAD,ORD,0,27,,Y,1,1,MX,1,0,0,U,2,.12863003
070501XTI3511455,360,1-May-07,5,1,2007,IAD,ORD,0,27,M,Y,2,1,US,0,0,1,L,2,.35979497
070501XTQ3513510,360,1-May-07,5,1,2007,IAD,ORD,1,75,M,Y,2,1,US,1,1,4,XY,2,.96103245
070501XUB351255,360,1-May-07,5,1,2007,IAD,ORD,0,17,A,Y,1,1,US,0,0,0,L,2,.81339979
070501XZY35111256,360,1-May-07,5,1,2007,IAD,ORD,1,18,,N,1,0,US,1,1,0,V,2,.5457564
070501YIL35113143,360,1-May-07,5,1,2007,IAD,ORD,0,14,,N,1,0,CN,1,0,0,M,2,.64187044
070501YVD3517530,360,1-May-07,5,1,2007,IAD,ORD,0,13,,Y,1,1,MX,1,0,1,W,2,.66399348
070501YVT35111388,360,1-May-07,5,1,2007,IAD,ORD,0,7,,Y,1,1,US,1,0,0,L,2,.67617613
070501YWD3518277,360,1-May-07,5,1,2007,IAD,ORD,0,7,,Y,1,1,US,0,0,0,V,2,.25829601
070501ZAZ351579,360,1-May-07,5,1,2007,IAD,ORD,0,6,B,Y,1,1,US,1,0,1,Q,2,.85449064
070501ZJH3517902,360,1-May-07,5,1,2007,IAD,ORD,0,13,B,Y,1,1,US,0,0,1,L,2,.34856698
070501ZMA3512652,360,1-May-07,5,1,2007,IAD,ORD,0,12,M,Y,1,1,US,0,0,1,L,2,.82289308
070501ZOI351927,360,1-May-07,5,1,2007,IAD,ORD,0,25,M,N,1,1,US,0,0,1,L,2,.64421207
070501ZUU351669,360,1-May-07,5,1,2007,IAD,ORD,0,35,,Y,1,1,US,0,0,1,L,2,.85269183
070501ZXV3519375,360,1-May-07,5,1,2007,IAD,ORD,0,7,,Y,1,1,US,1,0,0,H,2,.82101566
070502ACV35110515,360,2-May-07,5,2,2007,IAD,ORD,1,43,,Y,1,1,US,1,0,1,Q,3,.91229349
070502AGQ3516165,360,2-May-07,5,2,2007,IAD,ORD,0,116,M,Y,1,1,US,0,0,1,L,3,.61810458
070502AIH3514833,360,2-May-07,5,2,2007,IAD,ORD,0,7,M,N,1,1,IN,0,0,2,V,3,.07886257
070502AIR3517266,360,2-May-07,5,2,2007,IAD,ORD,0,24,M,Y,2,1,US,0,0,3,L,3,.58427817
070502AQL3519468,360,2-May-07,5,2,2007,IAD,ORD,0,40,M,Y,1,1,US,0,0,0,L,3,.41204908
070502BBV3511107,360,2-May-07,5,2,2007,IAD,ORD,0,13,K,N,1,1,US,0,0,0,NF,3,.37638903
070502BEG3516960,360,2-May-07,5,2,2007,IAD,ORD,0,62,,Y,1,1,US,0,0,0,L,3,.46397352
070502BOO35112117,360,2-May-07,5,2,2007,IAD,ORD,0,29,B,Y,2,1,US,0,0,1,L,3,.69327837
070502BPJ3512382,360,2-May-07,5,2,2007,IAD,ORD,0,28,A,N,1,1,US,0,0,0,NF,3,.15547599
070502BVZ3516204,360,2-May-07,5,2,2007,IAD,ORD,0,52,M,N,1,1,US,0,0,0,V,3,.83314997
070502BWY3517515,360,2-May-07,5,2,2007,IAD,ORD,0,79,A,Y,2,1,US,0,1,2,S,3,.09800037
070502CCZ35111697,360,2-May-07,5,2,2007,IAD,ORD,1,12,A,Y,1,1,IN,0,0,2,NF,3,.66943216
070502CDG3519747,360,2-May-07,5,2,2007,IAD,ORD,0,84,,Y,1,0,US,1,1,1,W,3,.040805291
070502CJT3516417,360,2-May-07,5,2,2007,IAD,ORD,0,5,A,Y,1,1,US,0,0,0,Q,3,.8964659
070502COH3511368,360,2-May-07,5,2,2007,IAD,ORD,0,27,M,Y,2,1,US,0,0,2,L,3,.95582885
070502CRQ3511491,360,2-May-07,5,2,2007,IAD,ORD,0,30,M,Y,2,1,US,0,0,1,L,3,.77737552
070502CTV3516639,360,2-May-07,5,2,2007,IAD,ORD,0,9,,N,1,1,US,0,0,0,L,3,.18586423
070502DAO3515535,360,2-May-07,5,2,2007,IAD,ORD,1,22,M,Y,1,1,US,0,1,1,L,3,.12843411
070502DBF35111673,360,2-May-07,5,2,2007,IAD,ORD,0,29,A,Y,2,1,US,0,0,0,L,3,.31203362
070502DIL35112183,360,2-May-07,5,2,2007,IAD,ORD,1,6,M,Y,1,1,US,0,0,0,V,3,.63350379
070502DQE3519954,360,2-May-07,5,2,2007,IAD,ORD,0,113,M,Y,1,1,US,0,0,1,L,3,.34917316
070502DTT3511194,360,2-May-07,5,2,2007,IAD,ORD,0,37,,Y,2,1,US,1,0,0,S,3,.24349499
070502DWZ3518379,360,2-May-07,5,2,2007,IAD,ORD,0,119,J,Y,1,1,US,1,0,1,NF,3,.77241987
070502DZN3515232,360,2-May-07,5,2,2007,IAD,ORD,0,44,M,N,1,1,US,0,0,0,H,3,.097651459
070502EAS3515304,360,2-May-07,5,2,2007,IAD,ORD,0,22,,Y,1,1,US,0,1,1,Q,3,.34544048
070502EGD3515628,360,2-May-07,5,2,2007,IAD,ORD,1,57,,Y,1,1,US,1,0,0,Y,3,.90755332
070502EKQ3513993,360,2-May-07,5,2,2007,IAD,ORD,0,26,B,Y,1,1,US,0,0,0,L,3,.41243848
070502FEL3518172,360,2-May-07,5,2,2007,IAD,ORD,0,21,M,Y,1,1,US,0,0,1,L,3,.73795307
070502FKH3513840,360,2-May-07,5,2,2007,IAD,ORD,1,43,M,Y,1,1,US,1,0,1,V,3,.9212063
070502FQP3513495,360,2-May-07,5,2,2007,IAD,ORD,0,19,M,Y,1,1,US,0,0,0,L,3,.61460906
070502FQP3514512,360,2-May-07,5,2,2007,IAD,ORD,0,23,,Y,2,1,US,0,1,1,NY,3,.81564075
070502FRF3519348,360,2-May-07,5,2,2007,IAD,ORD,0,54,,Y,1,1,US,0,0,0,L,3,.66331995
070502FUW35111187,360,2-May-07,5,2,2007,IAD,ORD,1,131,,Y,4,0,,1,0,3,XY,3,.76612514
070502FVR35112255,360,2-May-07,5,2,2007,IAD,ORD,0,25,,Y,2,1,US,0,0,1,L,3,.32327083
070502FYI35111658,360,2-May-07,5,2,2007,IAD,ORD,0,12,M,Y,4,1,US,0,0,0,L,3,.33287954
070502GAC3512940,360,2-May-07,5,2,2007,IAD,ORD,0,14,M,Y,1,1,US,0,1,1,XY,3,.6726833
070502GAS3519711,360,2-May-07,5,2,2007,IAD,ORD,0,22,M,Y,1,1,US,0,0,1,L,3,.67104512
070502GES3512289,360,2-May-07,5,2,2007,IAD,ORD,0,12,,N,1,1,US,0,0,0,L,3,.6699782
070502GFA3517143,360,2-May-07,5,2,2007,IAD,ORD,0,19,B,N,1,1,US,0,0,0,NF,3,.75747573
070502GIR3519906,360,2-May-07,5,2,2007,IAD,ORD,0,5,M,N,1,1,US,0,0,0,Q,3,.61617458
070502GRG3517134,360,2-May-07,5,2,2007,IAD,ORD,0,50,,Y,3,1,US,0,0,1,L,3,.0029450862
070502GTK35111571,360,2-May-07,5,2,2007,IAD,ORD,1,21,M,Y,1,1,US,0,0,1,L,3,.89107978
070502GXP3512571,360,2-May-07,5,2,2007,IAD,ORD,0,6,M,Y,1,1,US,0,0,1,V,3,.0037679162
070502HJP35113290,360,2-May-07,5,2,2007,IAD,ORD,0,35,,Y,1,1,US,0,0,2,L,3,.11173299
070502HMZ3514812,360,2-May-07,5,2,2007,IAD,ORD,0,13,M,Y,1,1,US,1,0,0,S,3,.75156486
070502HQQ3516054,360,2-May-07,5,2,2007,IAD,ORD,0,6,M,N,1,1,US,0,0,0,NF,3,.96252674
070502IFS3518865,360,2-May-07,5,2,2007,IAD,ORD,0,13,M,Y,1,1,US,0,0,0,L,3,.15599349
070502IJN35112783,360,2-May-07,5,2,2007,IAD,ORD,0,79,B,Y,2,1,US,0,1,2,S,3,.96684361
070502ILW3512568,360,2-May-07,5,2,2007,IAD,ORD,0,20,B,Y,1,1,US,0,0,0,S,3,.95235819
070502IOO3513525,360,2-May-07,5,2,2007,IAD,ORD,0,12,B,N,1,1,US,0,0,0,NF,3,.78600144
070502IWV3514410,360,2-May-07,5,2,2007,IAD,ORD,1,28,,Y,2,1,US,0,0,0,L,3,.81381702
070502IYD35110458,360,2-May-07,5,2,2007,IAD,ORD,0,8,K,Y,1,1,US,0,0,1,V,3,.67448789
070502JEP3512598,360,2-May-07,5,2,2007,IAD,ORD,0,17,M,Y,1,0,US,0,1,3,S,3,.25434303
070502JJL3513609,360,2-May-07,5,2,2007,IAD,ORD,0,8,,N,1,0,US,0,1,1,Q,3,.39263052
070502JPV3512229,360,2-May-07,5,2,2007,IAD,ORD,0,15,,Y,1,0,US,1,1,1,W,3,.87732333
070502JQT3516399,360,2-May-07,5,2,2007,IAD,ORD,0,35,,N,3,1,US,0,1,0,T,3,.31623989
070502KGK351180,360,2-May-07,5,2,2007,IAD,ORD,0,14,,Y,1,1,US,0,0,0,L,3,.48877865
070502KJR3518289,360,2-May-07,5,2,2007,IAD,ORD,1,9,,N,1,0,US,0,0,1,W,3,.14997502
070502KLL3514140,360,2-May-07,5,2,2007,IAD,ORD,0,27,M,Y,1,1,,1,0,1,L,3,.56945038
070502KLR351453,360,2-May-07,5,2,2007,IAD,ORD,0,23,,Y,2,1,US,0,1,1,NY,3,.44345859
070502KME3511305,360,2-May-07,5,2,2007,IAD,ORD,0,30,K,Y,1,1,US,0,0,1,NF,3,.51729995
070502KNZ35112303,360,2-May-07,5,2,2007,IAD,ORD,0,20,M,Y,1,1,US,0,0,0,L,3,.54207569
070502KUY3519453,360,2-May-07,5,2,2007,IAD,ORD,0,28,K,Y,1,1,,0,0,0,NF,3,.42318842
070502KWA35112219,360,2-May-07,5,2,2007,IAD,ORD,0,61,,Y,1,1,US,1,0,2,T,3,.76862592
070502LBR3517197,360,2-May-07,5,2,2007,IAD,ORD,0,26,M,Y,2,1,US,0,0,0,L,3,.90820795
070502LGF35110986,360,2-May-07,5,2,2007,IAD,ORD,0,113,M,Y,1,1,US,0,0,2,L,3,.4911671
070502LHD3517131,360,2-May-07,5,2,2007,IAD,ORD,0,22,A,N,1,1,US,0,0,0,NF,3,.26527599
070502LLE35112621,360,2-May-07,5,2,2007,IAD,ORD,0,80,K,Y,1,1,US,0,0,1,L,3,.091319978
070502LOQ3511770,360,2-May-07,5,2,2007,IAD,ORD,0,28,,Y,1,1,US,0,1,1,L,3,.069083415
070502LUQ3513498,360,2-May-07,5,2,2007,IAD,ORD,0,25,,Y,2,1,US,0,0,1,L,3,.0031976576
070502LWW35154,360,2-May-07,5,2,2007,IAD,ORD,0,19,K,Y,1,1,US,0,0,2,L,3,.86651385
070502MHJ3518094,360,2-May-07,5,2,2007,IAD,ORD,0,30,,Y,2,1,US,0,0,1,L,3,.56741345
070502MMJ3513135,360,2-May-07,5,2,2007,IAD,ORD,0,15,M,Y,1,1,US,0,0,2,L,3,.78951722
070502MMO3512880,360,2-May-07,5,2,2007,IAD,ORD,0,21,,N,1,1,US,0,1,2,L,3,.68224901
070502MRY351225,360,2-May-07,5,2,2007,IAD,ORD,0,10,B,Y,1,1,US,1,0,0,XY,3,.65177846
070502MSA3519204,360,2-May-07,5,2,2007,IAD,ORD,1,7,,N,1,1,US,0,0,0,V,3,.4102653
070502MYJ3517233,360,2-May-07,5,2,2007,IAD,ORD,0,6,M,N,1,1,US,0,0,0,Q,3,.13706927
070502NBY3514815,360,2-May-07,5,2,2007,IAD,ORD,0,50,,N,1,1,US,0,0,0,L,3,.96892858
070502NLX3516042,360,2-May-07,5,2,2007,IAD,ORD,0,55,,Y,1,1,US,1,0,2,T,3,.19320846
070502OGA3512760,360,2-May-07,5,2,2007,IAD,ORD,0,16,S,N,1,1,US,0,0,0,NF,3,.26638302
070502OGR3518031,360,2-May-07,5,2,2007,IAD,ORD,0,29,M,Y,1,1,US,1,0,1,L,3,.5805285
070502OVB3514677,360,2-May-07,5,2,2007,IAD,ORD,0,16,B,Y,1,1,US,1,0,0,W,3,.38051459
070502OXJ3513939,360,2-May-07,5,2,2007,IAD,ORD,0,71,,Y,1,1,US,0,0,1,L,3,.44463632
070502PIS35112912,360,2-May-07,5,2,2007,IAD,ORD,0,37,A,N,1,1,US,0,0,0,NF,3,.42905873
070502POY35111436,360,2-May-07,5,2,2007,IAD,ORD,0,19,M,N,1,1,US,0,0,0,W,3,.41834742
070502PXQ3516462,360,2-May-07,5,2,2007,IAD,ORD,0,15,M,Y,1,1,US,0,0,0,L,3,.78955299
070502QHK3511341,360,2-May-07,5,2,2007,IAD,ORD,0,12,,Y,1,1,US,0,1,1,L,3,.88754421
070502QHU35110992,360,2-May-07,5,2,2007,IAD,ORD,0,8,A,Y,1,1,US,0,0,0,V,3,.35565445
070502QKN3512547,360,2-May-07,5,2,2007,IAD,ORD,0,28,A,Y,1,1,US,0,0,3,L,3,.060381137
070502QQI3512109,360,2-May-07,5,2,2007,IAD,ORD,0,12,,Y,1,1,US,0,1,1,L,3,.15455259
070502QYG3518772,360,2-May-07,5,2,2007,IAD,ORD,0,5,,N,1,1,US,0,0,0,Q,3,.93670601
070502RKJ3512514,360,2-May-07,5,2,2007,IAD,ORD,0,8,B,N,1,1,US,0,0,0,NF,3,.75491387
070502RUS3518088,360,2-May-07,5,2,2007,IAD,ORD,0,15,,Y,1,1,US,0,0,1,L,3,.8415038
070502RWR3516147,360,2-May-07,5,2,2007,IAD,ORD,0,37,,Y,2,1,US,1,0,0,S,3,.18182193
070502SIQ3518190,360,2-May-07,5,2,2007,IAD,ORD,1,28,M,Y,2,1,US,0,0,0,L,3,.29671064
070502SJP3513348,360,2-May-07,5,2,2007,IAD,ORD,0,24,M,Y,2,1,US,0,0,3,L,3,.67473161
070502SSF3512376,360,2-May-07,5,2,2007,IAD,ORD,0,7,,N,1,1,PH,1,1,1,V,3,.021765416
070502SWS3511614,360,2-May-07,5,2,2007,IAD,ORD,0,35,M,Y,1,0,US,0,1,1,Q,3,.80764228
070502TFM35111133,360,2-May-07,5,2,2007,IAD,ORD,0,31,M,Y,1,1,US,1,0,1,W,3,.043360554
070502TFS3514125,360,2-May-07,5,2,2007,IAD,ORD,1,47,K,N,1,0,US,0,0,0,NF,3,.50257599
070502TNJ35110686,360,2-May-07,5,2,2007,IAD,ORD,0,11,,Y,4,0,US,1,1,1,V,3,.63136613
070502TVA3519537,360,2-May-07,5,2,2007,IAD,ORD,0,8,M,N,1,1,US,0,0,0,V,3,.26759067
070502UEF3517917,360,2-May-07,5,2,2007,IAD,ORD,0,17,B,Y,1,1,US,0,0,0,L,3,.83271283
070502UFJ3519,360,2-May-07,5,2,2007,IAD,ORD,1,12,M,Y,1,1,US,1,0,0,L,3,.92751896
070502UHF3514296,360,2-May-07,5,2,2007,IAD,ORD,0,36,M,Y,1,1,US,0,0,0,L,3,.86166495
070502UIZ35112699,360,2-May-07,5,2,2007,IAD,ORD,0,62,,Y,1,1,US,0,0,1,L,3,.77634877
070502UNG3515784,360,2-May-07,5,2,2007,IAD,ORD,0,5,M,N,1,1,US,0,0,0,Q,3,.50081718
070502UNN3513789,360,2-May-07,5,2,2007,IAD,ORD,0,28,,Y,2,1,US,1,0,1,L,3,.17296024
070502UUM3513654,360,2-May-07,5,2,2007,IAD,ORD,1,51,M,Y,1,0,US,1,0,3,T,3,.54724747
070502UVQ3516012,360,2-May-07,5,2,2007,IAD,ORD,0,40,,Y,1,1,CA,1,0,0,L,3,.38101637
070502UYQ3519615,360,2-May-07,5,2,2007,IAD,ORD,0,28,,Y,2,1,US,1,0,1,L,3,.32317778
070502VDM3512580,360,2-May-07,5,2,2007,IAD,ORD,0,12,M,Y,1,1,US,0,0,1,L,3,.3683739
070502VKV3515937,360,2-May-07,5,2,2007,IAD,ORD,0,49,M,Y,1,1,US,0,0,0,L,3,.29315615
070502VVO3514662,360,2-May-07,5,2,2007,IAD,ORD,0,75,,Y,1,1,US,1,0,2,S,3,.048276175
070502VZM35113011,360,2-May-07,5,2,2007,IAD,ORD,0,26,M,Y,2,1,US,0,0,0,L,3,.95410526
070502WBJ3511845,360,2-May-07,5,2,2007,IAD,ORD,0,5,B,Y,1,1,US,1,0,0,E,3,.067754813
070502WJY3512118,360,2-May-07,5,2,2007,IAD,ORD,0,40,,Y,1,1,US,0,0,1,L,3,.43747517
070502WWE35113062,360,2-May-07,5,2,2007,IAD,ORD,0,5,,N,1,1,US,0,0,0,Q,3,.37796012
070502XFV35110746,360,2-May-07,5,2,2007,IAD,ORD,0,22,B,N,1,1,US,0,0,0,Q,3,.016750308
070502XIM3517650,360,2-May-07,5,2,2007,IAD,ORD,0,20,,Y,1,1,US,0,0,0,L,3,.42194635
070502XNK351264,360,2-May-07,5,2,2007,IAD,ORD,0,11,,N,1,0,SA,0,1,0,K,3,.68534613
070502XQS35111502,360,2-May-07,5,2,2007,IAD,ORD,0,20,K,Y,1,1,,1,0,0,NF,3,.87529182
070502XSU3512586,360,2-May-07,5,2,2007,IAD,ORD,0,13,,Y,1,1,,1,0,1,L,3,.41168427
070502XSV35110581,360,2-May-07,5,2,2007,IAD,ORD,0,29,M,Y,1,1,US,0,0,1,Y,3,.77690661
070502YDQ3519675,360,2-May-07,5,2,2007,IAD,ORD,0,27,M,Y,2,1,US,0,0,1,L,3,.70506555
070502YRW3514206,360,2-May-07,5,2,2007,IAD,ORD,0,8,A,Y,1,1,US,0,0,0,Q,3,.96190888
070502YYO3519633,360,2-May-07,5,2,2007,IAD,ORD,0,13,,N,1,1,,0,0,0,L,3,.52024019
070502ZIP35113170,360,2-May-07,5,2,2007,IAD,ORD,0,7,,Y,1,1,US,0,0,1,V,3,.8174932
070502ZJL3514752,360,2-May-07,5,2,2007,IAD,ORD,0,6,M,N,1,1,US,1,0,0,H,3,.0052745473
070502ZQV3513873,360,2-May-07,5,2,2007,IAD,ORD,0,13,M,Y,1,1,US,0,1,1,L,3,.9726094
070502ZVM3514893,360,2-May-07,5,2,2007,IAD,ORD,0,6,,N,1,1,US,1,0,0,Q,3,.36942151
070503AKI35112540,360,3-May-07,5,3,2007,IAD,ORD,0,29,Q,Y,1,1,JP,0,0,1,L,4,.18992232
